Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
4/12/2010,138.26,138.6,137.98,32607964079,0
4/9/2010,137.56,138.17,137.09,32338857492,0
4/8/2010,137.44,137.49,135.98,32302671047,282951
4/7/2010,136.64,137.62,136.39,32084664803,430180
4/6/2010,136.66,136.66,135.11,32091159305,0
4/5/2010,135.23,135.23,134.43,31572285103,0
4/1/2010,133.8,134.8,133.17,31223851476,0
3/31/2010,133.85,134.7,133.66,31157968945,0
3/30/2010,134.44,135.31,133.94,31289785118,2404566
3/29/2010,135.01,135.05,134.3,31415990782,1206046
3/26/2010,133.5,134.62,133.15,31157063922,0
3/25/2010,133.98,135.69,133.92,31267815464,0
3/24/2010,134.74,135.59,134.57,31446267894,1101819
3/23/2010,135.72,135.82,134.61,31598472950,835768
3/22/2010,134.5,135.04,133.05,31300226105,0
3/19/2010,134.5,136.22,133.38,30889520618,0
3/18/2010,135.84,136.06,135.19,31214603418,0
3/17/2010,135.64,136.53,135.39,31141155423,719707
3/16/2010,135.95,136.51,135.37,31176150672,0
3/15/2010,135.82,135.9,134.77,31108759810,0
3/12/2010,135.51,135.8,135.1,31032626415,496288
3/11/2010,135.44,135.44,134.77,31017066015,2993527
3/10/2010,135.32,135.52,134.94,30984848043,846232
3/9/2010,134.69,135.25,133.84,30833319228,0
3/8/2010,134.48,134.87,134.02,30785023199,343816
3/5/2010,133.71,133.81,132.52,30572230567,0
3/4/2010,131.86,131.86,130.28,30142964760,0
3/3/2010,129.85,130.34,129.48,29714885302,1741015
3/2/2010,129.13,129.52,128.27,29539033275,0
3/1/2010,127.87,127.87,126.79,29240230181,0
2/26/2010,125.99,126.34,125.75,28852871419,0
2/25/2010,125.56,125.56,124.17,28749907801,200396
2/24/2010,125.81,126.16,125.55,28801433513,1519946
2/23/2010,125.63,126.38,124.86,28758038299,0
2/22/2010,126.05,126.12,125.3,28854235091,0
2/19/2010,124.83,124.83,123.48,28543523777,0
2/18/2010,123.92,123.92,123.29,28155216369,0
2/17/2010,123.97,124.4,123.34,28081283256,550461
2/16/2010,123.76,123.76,123.27,28028450072,0
2/12/2010,122.44,122.44,120.23,27723413111,0
2/11/2010,121.7,121.71,119.98,27555529984,0
2/10/2010,120.14,120.14,119.13,27102210593,3647820
2/9/2010,119.78,120.04,119.4,27015658928,0
2/8/2010,118.05,119.66,118.03,26658861167,265194
2/5/2010,119.34,119.44,117.61,26950239043,0
2/4/2010,119.35,122.5,119.35,26942513054,0
2/3/2010,122.83,124.11,122.83,27696525002,1905104
2/2/2010,123.33,123.48,122.02,27805517077,24790208
2/1/2010,121.7,121.7,120.42,27515693122,326188
1/29/2010,120.37,122.14,120.12,27222477356,0
1/28/2010,120.69,121.94,119.85,27292995968,1983965
1/27/2010,121.24,121.59,120.5,27426066615,3198157
1/26/2010,121.12,122.29,121.08,27402431086,0
1/25/2010,122.4,123.88,122.39,27661891080,0
1/22/2010,122.74,124.65,122.52,27623039079,0
1/21/2010,124.52,127.94,124.5,27987063490,0
1/20/2010,127.32,128.97,127.05,28726863238,0
1/19/2010,128.89,128.89,127.83,29082575562,0
1/15/2010,127.92,130.21,127.88,28705954498,0
1/14/2010,130.4,130.51,129.7,29262266292,0
1/13/2010,129.87,129.97,127.9,29119813263,500058
1/12/2010,128.48,129.83,128.34,28791389590,74544
1/11/2010,130.09,130.09,128.78,29128338855,265194
1/8/2010,127.12,127.12,126.02,28446344553,0
1/7/2010,126.14,126.14,125.14,28277364867,0
1/6/2010,125.34,125.97,125.31,28060210987,1191161
1/5/2010,125.23,125.77,124.54,28035979026,2354773
1/4/2010,124.14,124.14,122.99,27790697404,0
12/31/2009,121.43,121.43,120.93,27189549034,0
12/30/2009,121.33,121.33,120.59,27084054665,203363
12/29/2009,121.4,121.52,120.92,27102471861,2885632
12/28/2009,120.9,120.91,120.36,27007552734,920193
12/24/2009,120.07,120.42,119.93,26574305101,267856
12/23/2009,119.61,119.83,119.13,26471151332,953350
12/22/2009,118.77,119.28,118.21,26322839755,317490
12/21/2009,117.99,118.6,117.66,26047644817,144061
12/18/2009,117.5,118.15,117.22,26166842457,0
12/17/2009,117.4,118.7,117.35,26154205471,182131
12/16/2009,118.74,119.03,118.29,26452954828,719707
12/15/2009,117.73,118.73,117.73,26217787925,0
12/14/2009,118.55,118.58,118.04,26276846582,4292677
12/11/2009,117.37,118.38,117.19,25998324021,1002740
12/10/2009,117.47,119.26,117.46,26013328929,5238632
12/9/2009,118.78,118.78,117.71,26303148805,661934
12/8/2009,118.22,119.69,118.21,26176195325,78298
12/7/2009,119.56,119.56,118.94,26150296897,0
12/4/2009,118.76,119.8,118.05,25972676557,0
12/3/2009,118.69,119.62,118.47,25925972404,90546
12/2/2009,119.23,119.23,117.91,26040531182,383623
12/1/2009,117.85,117.91,116.86,25733108579,1081286
11/30/2009,116.35,117.34,116.13,25436362757,0
11/27/2009,116.66,117.08,115.03,25460799140,200396
11/25/2009,118.01,118.08,117.56,25748213828,7680539
11/24/2009,117.8,117.8,116.78,25653152018,1224652
11/23/2009,117.99,118.42,117.61,25627937015,0
11/20/2009,116.7,117.04,116.18,25355366537,0
11/19/2009,117.13,118.03,116.46,25377758724,23177026
11/18/2009,118.44,118.48,117.77,25740954933,550461
11/17/2009,118.44,118.87,117.91,25769724202,0
11/16/2009,118.88,118.88,118.11,25819427049,0
11/13/2009,117.23,117.23,116.17,25455738250,0
11/12/2009,116.39,118.24,116.39,25269928969,239421
11/11/2009,117.73,118.33,117.24,25541031219,0
11/10/2009,117.31,118.14,116.91,25427677099,3634293
11/9/2009,117.72,118.47,117.16,25504553627,15838888
11/6/2009,117.3,117.88,116.75,25422090425,0
11/5/2009,117.45,117.45,115.28,25324282868,589712
11/4/2009,114.56,116.29,114.5,24694927595,1905044
11/3/2009,115.52,115.52,113.62,24903667964,3115279
11/2/2009,114.24,115.99,113.37,24449957751,0
10/30/2009,114.64,117.43,114.54,24439406514,0
10/29/2009,117.59,118.14,116.19,25033793449,1848388
10/28/2009,115.13,119.78,115.13,24440738351,836226
10/27/2009,120.21,122.01,120.16,25445552021,0
10/26/2009,122.09,125.79,121.99,25796391992,0
10/23/2009,125,126.76,124.6,26346416428,0
10/22/2009,126.12,126.12,124.19,26587892779,0
10/21/2009,125.44,127.45,125.13,26588337820,0
10/20/2009,126.7,128.5,126.45,26856779455,0
10/19/2009,128.02,128.23,127.04,27067623703,0
10/16/2009,126.5,127.18,125.87,26745153063,154158
10/15/2009,126.9,126.91,125.92,26813612146,588824
10/14/2009,127.05,127.05,126.21,26820088945,87138
10/13/2009,125.45,126.1,125.11,26417574570,600525
10/12/2009,125.49,126.57,125.38,26265017919,0
10/9/2009,125.06,125.06,123.66,25945839649,0
10/8/2009,123.37,124.4,123.37,25596165806,2619342
10/7/2009,123.16,123.16,121.7,25535232784,1306517
10/6/2009,122.22,122.63,121.38,25144669677,0
10/5/2009,121.39,121.48,120.44,24974233261,0
10/2/2009,119.85,120.2,119.11,24623967050,0
10/1/2009,120.76,124.22,120.53,24803333371,0
9/30/2009,123.59,124.72,122.74,25320124422,1755213
9/29/2009,123.75,124.6,123.67,25345376260,2154455
9/28/2009,123.85,124.47,122.87,25326868901,1505992
9/25/2009,122.22,122.74,121.51,24944436248,0
9/24/2009,122.92,125.85,122.63,25081527241,0
9/23/2009,126.35,127.74,126.35,25724697642,730964
9/22/2009,126.84,127.17,126.54,25845149811,0
9/21/2009,126.23,126.25,124.46,25721342443,0
9/18/2009,125.65,125.86,124.66,25591058658,0
9/17/2009,125.67,125.83,124.35,25594180103,0
9/16/2009,124.84,124.84,124.03,25419367709,719307
9/15/2009,123.24,123.43,122.8,25092767776,943704
9/14/2009,122.72,122.72,120.88,24976021027,499761
9/11/2009,121.49,122.29,121.25,24729087731,886870
9/10/2009,121.66,121.66,120.14,24717278970,276393
9/9/2009,119.7,120.18,119.13,24418920097,1045571
9/8/2009,119,119,118.15,24277633901,169212
9/4/2009,117.75,117.75,115.71,23893828270,0
9/3/2009,116.31,116.32,115.56,23596406490,0
9/2/2009,115.06,115.25,114.48,23583169981,1503756
9/1/2009,114.89,118.62,114.84,23509826986,0
8/31/2009,118.18,118.28,117.42,24064931925,0
8/28/2009,118.51,119.97,118.4,24129029623,0
8/27/2009,119.34,119.34,117.91,24282112122,874769
8/26/2009,119.11,119.21,118.29,24227986891,815947
8/25/2009,118.6,118.92,118.2,24107275482,0
8/24/2009,117.85,119.1,117.55,23958901330,0
8/21/2009,117.96,118.25,117.28,23967651015,0
8/20/2009,116.79,116.85,116.28,23706141560,0
8/19/2009,116.34,116.34,113.84,23531222788,550461
8/18/2009,114.87,114.89,113.03,23191791239,0
8/17/2009,112.67,113.91,112.59,22746609228,0
8/14/2009,116.28,118.77,115.97,23481530654,111615
8/13/2009,118.7,118.97,118.07,23959194453,283799
8/12/2009,118.55,118.79,116.49,23914936069,2964969
8/11/2009,116.55,118.15,116.17,23480454594,0
8/10/2009,118,118.81,117.79,23773687532,0
8/7/2009,118.44,118.48,117.63,23872874141,0
8/6/2009,117.2,120.01,116.91,23617880362,405840
8/5/2009,119.74,120.56,118.69,24112614603,1904951
8/4/2009,119.99,119.99,118.6,24070360220,3093345
8/3/2009,119.13,119.13,118.16,23886559347,0
7/31/2009,117.09,117.41,116.36,26141470436,0
7/30/2009,116.67,117.53,116.35,26112906607,1667231
7/29/2009,115.2,115.84,114.73,25765719485,838211
7/28/2009,115.74,115.74,114.62,25869327183,0
7/27/2009,115.71,115.72,114.83,25877132436,0
7/24/2009,114.88,114.9,113.67,25692753618,1859288
7/23/2009,114.15,114.25,111.31,25529678223,0
7/22/2009,111.96,111.96,110.27,25030437331,588824
7/21/2009,110.51,110.88,109.56,24708579560,0
7/20/2009,110.24,110.24,109.25,24632960598,0
7/17/2009,108.64,108.7,108.05,24134660328,77079
7/16/2009,108.65,108.71,107.65,24251165982,0
7/15/2009,108.24,108.33,106.73,24132314406,473031
7/14/2009,105.65,105.88,105.35,23554535720,0
7/13/2009,105.29,105.29,103.73,23304649874,687663
7/10/2009,103.93,104.58,103.5,23005213340,0
7/9/2009,104.16,105.07,104.16,23054879099,276393
7/8/2009,103.49,105.51,102.73,22908045334,636271
7/7/2009,105.24,107.33,105.24,23286034411,0
7/6/2009,106.85,107.57,106.12,23641933164,1034081
7/2/2009,108.64,110.47,108.48,24038860999,0
7/1/2009,111.7,112.35,111.47,24715069306,0
6/30/2009,111.97,113.29,111.64,24880209222,315939
6/29/2009,112.6,112.85,111.53,25021214285,2154455
6/26/2009,112.78,113.05,108.46,24903700537,1222193
6/25/2009,108.7,108.7,105.36,24000346644,0
6/24/2009,106.23,107.92,106.23,23449536106,4165823
6/23/2009,104.99,106.01,104.32,23251839187,0
6/22/2009,106.05,109.56,105.92,23461972277,0
6/19/2009,109.48,109.48,108.56,24224034062,0
6/18/2009,107.76,107.76,106.81,23843256691,181675
6/17/2009,107.68,107.91,105.97,23826369070,719307
6/16/2009,108.26,110.17,108.08,24575283736,0
6/15/2009,109.41,112.56,109.05,24834719681,809826
6/12/2009,112.55,112.7,111.73,25554140366,499761
6/11/2009,113.26,113.29,112.14,25714200003,3857017
6/10/2009,112.14,113.32,111.27,25444170465,777818
6/9/2009,112.45,112.45,111.1,25391653042,0
6/8/2009,110.79,110.79,109.13,25049195555,169212
6/5/2009,110.74,111.42,109.79,25034529571,0
6/4/2009,110.41,110.41,108.35,24958595009,0
6/3/2009,108.81,109.8,107.89,24568659293,2068934
6/2/2009,109.85,110.32,109.29,24795514258,0
6/1/2009,109.92,109.92,108.06,24811019113,0
5/29/2009,105.82,105.94,105.07,23886223568,0
5/28/2009,104.19,104.33,103.18,23531935065,1122932
5/27/2009,102.88,103.89,102.86,23232269937,905571
5/26/2009,102.74,102.74,100.76,23188055518,0
5/22/2009,101.21,101.93,101.11,22840526320,0
5/21/2009,100.98,101.75,100.46,22819133445,0
5/20/2009,102.31,103.44,101.94,23115921253,4095165
5/19/2009,101.66,101.8,100.81,22957518878,0
5/18/2009,100.67,100.67,98.88,22731945177,0
5/15/2009,97.57,98.64,97.17,22027951743,0
5/14/2009,97.83,98.02,96.62,22081704182,0
5/13/2009,97.12,99.66,97.12,21937226880,3627066
5/12/2009,100.77,102.27,99.81,22760676934,0
5/11/2009,102.06,102.44,100.84,23061770559,0
5/8/2009,101.89,101.89,100.06,23018066410,0
5/7/2009,98.78,101.54,98.22,22310269787,263708
5/6/2009,100.56,101.18,98.61,22620984542,1904951
5/5/2009,98.09,98.13,97.15,22066408662,3086181
5/4/2009,97.48,97.48,95.95,21945568363,861520
5/1/2009,95.17,95.35,94.23,21431688557,0
4/30/2009,93.76,94.62,93.6,21113773977,258895
4/29/2009,93.07,93.07,91.76,20804917109,1664872
4/28/2009,91.09,91.3,90.1,20204916182,840938
4/27/2009,90.81,91.53,90.64,20087316480,0
4/24/2009,91.2,91.25,90.12,20182619668,0
4/23/2009,89.51,90.54,89.19,19808563868,0
4/22/2009,89.85,90.4,88.52,19885487969,0
4/21/2009,89.11,89.11,86.57,19715766647,588824
4/20/2009,86.82,89.12,86.82,19254709801,0
4/17/2009,89.88,89.89,89,19930285759,539554
4/16/2009,89.24,89.37,87.83,19788894444,0
4/15/2009,87.53,87.53,86.75,19385730042,0
4/14/2009,87.05,88.86,87.05,19279342583,0
4/13/2009,88.66,88.66,87.28,19634016543,530637
4/9/2009,87.83,87.83,86.11,19492457966,0
4/8/2009,84.74,84.74,83.69,18803634813,263708
4/7/2009,83.24,84.44,83.23,18457486629,87470
4/6/2009,84.81,85.47,84.2,18789406834,0
4/3/2009,85.94,85.94,84.62,19035924444,0
4/2/2009,84.8,85.18,83.64,18766012465,1677616
4/1/2009,82.07,82.1,80.85,18155673512,0
3/31/2009,81.33,81.55,80.08,17991709090,0
3/30/2009,79.35,80.48,78.93,17556852538,2150660
3/27/2009,81.58,82.59,81.58,18040105406,1857229
3/26/2009,82.83,82.83,80.91,18286787176,1295841
3/25/2009,80.4,80.92,79.15,17744169670,785562
3/24/2009,79.85,80.53,79.68,17614850668,3900815
3/23/2009,80.67,80.67,78.47,17792647043,754612
3/20/2009,77.2,77.92,76.94,17025366346,0
3/19/2009,77.39,78.08,77.21,17065310812,0
3/18/2009,77.01,77.01,74.94,16979600249,712863
3/17/2009,75.13,75.13,73.65,16557846152,0
3/16/2009,74.16,74.65,73.63,16343537880,0
3/13/2009,72.99,73.38,72.77,16089199686,503503
3/12/2009,72.54,72.54,70.23,15984323762,0
3/11/2009,70.52,71.22,69.69,15539474489,2629462
3/10/2009,70.23,70.23,67.66,15463647125,0
3/9/2009,67.01,68.41,67.01,14875177719,0
3/6/2009,68.26,69.43,67.59,15129433471,433142
3/5/2009,67.94,70.68,67.94,15393659794,0
3/4/2009,70.95,71.03,69.99,16075773929,2251994
3/3/2009,69.46,70.89,69.36,15739254148,0
3/2/2009,70.29,73.19,70.27,15927135582,0
2/27/2009,73.82,74.46,73.77,16725756923,927048
2/26/2009,74.91,76.21,74.91,16982785248,869532
2/25/2009,75.46,76.86,75.39,17106855721,1817767
2/24/2009,76.93,76.93,74.98,17444443307,0
2/23/2009,74.88,77.49,74.88,16978846225,0
2/20/2009,76.7,78.11,76.68,17387484923,0
2/19/2009,79.13,81.64,79.13,17941877940,0
2/18/2009,80.92,82.44,80.92,18346062577,1276906
2/17/2009,82.26,84.02,82.26,18649724326,0
2/13/2009,84.9,85.28,84.29,19215390682,191456
2/12/2009,84.81,84.95,84.04,19194572191,0
2/11/2009,84.93,85.32,84.62,19226880697,2049702
2/10/2009,84.7,87.66,84.7,19242708274,0
2/9/2009,87.48,87.94,87.12,19871112612,860587
2/6/2009,87.76,87.76,86.33,19931342135,263460
2/5/2009,86.08,86.22,85.23,19545899690,0
2/4/2009,85.47,86.68,85.47,19408524508,2272808
2/3/2009,85.56,85.72,84.91,19417011445,3759707
2/2/2009,84.78,84.78,83.76,19271966735,0
1/30/2009,84.34,85.52,84.15,19173482375,0
1/29/2009,85.01,86.4,84.97,19178420401,3619186
1/28/2009,86.8,86.8,85.96,19580167384,406317
1/27/2009,85.08,85.7,84.9,19192872951,0
1/26/2009,84.78,85.35,84.16,19127329486,0
1/23/2009,83.7,84.35,83.13,18884039684,1856054
1/22/2009,84.08,85.53,84.08,18970176720,0
1/21/2009,86.09,86.09,84.38,19404821957,0
1/20/2009,84.14,88.03,84.14,18965095459,0
1/16/2009,88.45,88.64,87.62,19934935455,0
1/15/2009,87.7,88.07,85.84,19733299935,1156187
1/14/2009,87.82,89.96,87.82,19758312782,254695
1/13/2009,90.52,91.06,90.12,20358273182,530637
1/12/2009,90.49,93.46,90.42,20346914271,0
1/9/2009,93.1,95,93.1,20939617556,6008098
1/8/2009,95.18,95.21,94.04,21410214259,350930
1/7/2009,94.45,95.41,94.06,21313268340,1588464
1/6/2009,96.22,96.54,94.84,21712683494,2576108
1/5/2009,94.44,94.44,93.35,21370910358,932009
1/2/2009,93.81,93.87,91.33,21230837124,0
12/31/2008,90.75,90.82,88.12,20551078842,2356555
12/30/2008,88.35,88.58,86.97,20003837553,945830
12/29/2008,87.05,88.5,87.01,19711328647,7702835
12/26/2008,88.46,88.58,87.57,20045095740,0
12/24/2008,87.94,88.19,87.22,19927092226,445269
12/23/2008,87.79,88.93,87.51,19891625462,321403
12/22/2008,88.29,89.46,86.9,20006229767,0
12/19/2008,88.69,90.75,88.69,20093395454,0
12/18/2008,90.34,92.06,90.34,20435561605,185235
12/17/2008,91.9,92.07,91.12,20786616261,960576
12/16/2008,92.23,92.23,88.77,20862628851,0
12/15/2008,88.36,90.34,88.2,19987379780,953114
12/12/2008,89.46,89.46,87.29,20236163499,503503
12/11/2008,89.09,90.85,88.93,20152357201,1242714
12/10/2008,91.08,91.44,90.31,20602637189,1625441
12/9/2008,89.41,91.06,89.41,20205734421,0
12/8/2008,90.81,90.81,89.84,20521650324,2606781
12/5/2008,88.53,88.53,85.81,19892228001,0
12/4/2008,87.14,89.01,86.78,19579352977,0
12/3/2008,88.42,89.19,86.79,19877679390,567690
12/2/2008,88.62,88.62,86.58,19923417846,886305
12/1/2008,86.25,90.7,86.16,19378116366,0
11/28/2008,92.48,92.48,89.99,20776995653,0
11/26/2008,90.77,90.77,86.89,20352254128,1597402
11/25/2008,87.82,88.53,87.08,19610439430,3689344
11/24/2008,87.09,87.09,84.7,19427122631,328730
11/21/2008,83.32,83.32,80.18,18574492108,0
11/20/2008,80.72,85.66,80.68,18044209198,106557
11/19/2008,85.96,90.64,85.96,19217092382,2840059
11/18/2008,90.75,91.83,89.61,20269100570,550461
11/17/2008,91.82,92.59,91.54,20520464471,0
11/13/2008,95.1,95.1,90.05,21217741415,19434
11/12/2008,92.48,96.07,92.48,20636592166,2449378
11/11/2008,97.43,99.06,97.43,21740198902,0
11/10/2008,99.96,103.39,99.84,22295019833,0
11/7/2008,100.76,101.17,100.3,22469830541,0
11/6/2008,99.82,103.36,99.82,22258310436,568346
11/5/2008,103.83,106.87,103.69,23157978519,2289704
11/4/2008,107.09,107.39,106.07,23872193997,3121176
11/3/2008,105.32,105.95,104.89,23441523915,0
10/31/2008,105.08,105.08,101.75,23459227103,280755
10/30/2008,102.35,103.08,101.52,22849097350,3623773
10/29/2008,100.53,101.04,98.68,22435434788,1101987
10/28/2008,97.81,97.81,94.73,21791374387,0
10/27/2008,95.35,98.19,95.35,21233051608,0
10/24/2008,99.01,99.17,96.7,22068654181,0
10/23/2008,101.81,104.05,100.3,22692824773,0
10/22/2008,103.05,106.84,102.81,22943879450,0
10/21/2008,107.49,108.79,107.27,23945697027,0
10/20/2008,109.31,109.31,107.1,24350201028,105941
10/17/2008,105.82,106.68,102.65,23573349795,1156187
10/16/2008,104.93,105.04,100.54,23372351607,0
10/15/2008,102.84,108.77,102.84,22911913832,2576108
10/14/2008,110.23,113.71,108.92,24611665606,0
10/13/2008,110.41,110.41,105.86,24648076459,0
10/10/2008,102.11,102.11,94.82,22795411857,758957
10/9/2008,102.96,109.2,102.15,22984115857,0
10/8/2008,107.29,108.65,105.13,23951564245,4250792
10/7/2008,109.63,115.75,109.59,24448681402,0
10/6/2008,113.42,119.57,110.51,25287165156,958614
10/3/2008,122.23,125.65,122.16,27252179223,0
10/2/2008,123.41,127.87,123.13,27510468255,468522
10/1/2008,128.03,129.98,128.03,28533184168,457079
9/30/2008,129.32,129.72,127.71,28825496320,5470384
9/29/2008,127.81,133.45,126.92,28364803746,2788457
9/26/2008,134.8,135,133.37,29872906592,3430007
9/25/2008,136.45,136.97,136,30240444835,222775
9/24/2008,135.49,137.85,135.49,30081154652,2122064
9/23/2008,137.18,138.93,136.44,30290405253,116734
9/22/2008,139.92,142.02,139.36,30882007650,0
9/19/2008,143.29,143.29,139.18,31636100054,0
9/18/2008,136.52,136.52,129.83,30178809950,0
9/17/2008,130.43,134.29,130.02,28805453224,1440072
9/16/2008,135.9,135.9,132.67,30023825827,0
9/15/2008,135.71,139.26,135.52,29956859742,0
9/12/2008,141.71,142.06,140.23,31274019766,504452
9/11/2008,139.68,139.9,138.36,30828018327,1183469
9/10/2008,140.17,141.91,139.94,30791915040,1628734
9/9/2008,140.81,145.2,140.81,31063755563,0
9/8/2008,145.44,148.46,144.95,32005698175,0
9/5/2008,145.97,146.59,144.8,32118964975,0
9/4/2008,146.44,150.02,146.41,32215308402,394285
9/3/2008,150.04,151.48,149.85,33022941379,3355279
9/2/2008,151.19,152.88,150.55,33271292529,0
8/29/2008,153.23,153.95,153.17,33704442983,0
8/28/2008,154.2,154.2,152.49,33908951547,1473396
8/27/2008,152.77,152.77,151.67,33576554866,3316192
8/26/2008,152.18,152.21,151.56,33432882834,0
8/25/2008,151.54,154.03,151.39,33183210553,0
8/22/2008,153.95,153.95,152.89,33572236587,0
8/21/2008,153.55,153.92,153.23,33318952530,212593
8/20/2008,153.27,153.46,152.4,33252447130,26263949
8/19/2008,152.37,152.76,151.71,33011128431,0
8/18/2008,153.86,156.15,153.21,33331048898,0
8/15/2008,155.07,156.77,154.62,33985549508,0
8/14/2008,156.64,156.64,154.63,34333608751,0
8/13/2008,155.58,155.82,153.64,34531165440,1474415
8/12/2008,153.8,154.07,153.26,33809670869,0
8/11/2008,154.21,154.21,153.39,33897766675,282318
8/8/2008,153.4,153.41,151.72,33722427274,0
8/7/2008,153.22,154.28,152.87,33641292422,824094
8/6/2008,154.41,154.51,152.5,33897341277,134645
8/5/2008,152.45,152.62,151.52,33466419696,3142128
8/4/2008,150.85,154.32,150.62,33113924238,0
8/1/2008,154.36,156.14,153.86,33912941791,0
7/31/2008,156.45,157.01,155.87,34370394759,543907
7/30/2008,157.13,157.13,155.52,34459517219,5130736
7/29/2008,154.99,155.18,154.2,33875157039,1200933
7/28/2008,153.93,156.23,153.75,33524979571,0
7/25/2008,155.24,155.24,153.94,33580023629,1863050
7/24/2008,153.93,156.14,153.57,33317146052,0
7/23/2008,155.39,155.76,155.07,33632428390,2576108
7/22/2008,155.75,155.79,154.19,33715008343,0
7/21/2008,155.09,155.34,154.28,33572819802,0
7/18/2008,154.01,154.04,153.08,33192656321,0
7/17/2008,153.02,153.54,152.17,32978537752,0
7/16/2008,152.16,152.2,149.06,32819535486,0
7/15/2008,149.22,150.41,148.55,32130389738,0
7/14/2008,152.03,154.68,151.85,32732115197,0
7/11/2008,153.35,153.35,151.02,33011954676,2301182
7/10/2008,153.36,153.72,152.01,33043890197,0
7/9/2008,152.4,155.33,152.4,32836661711,87904
7/8/2008,153.96,154.4,150.66,33172252993,1491215
7/7/2008,152.13,155.9,151.67,32499717861,0
7/3/2008,155.75,157.49,154.9,33748379233,1126553
7/2/2008,156.87,162.34,156.8,33875396905,2033344
7/1/2008,162.02,163.07,160.5,34766133328,2152362
6/30/2008,164.82,166.71,164.34,35333030601,2725315
6/27/2008,165.81,165.81,163.98,35542795011,3610137
6/26/2008,164.21,165.82,163.78,35200089901,2707370
6/25/2008,165.44,166.21,164.89,35463486135,1000662
6/24/2008,166.1,168.28,166.1,35606120512,0
6/23/2008,168.41,170.25,168.16,35869234776,1491952
6/20/2008,169.61,171.89,168.8,36106944723,0
6/19/2008,172.56,173.71,172.04,36737153746,184494
6/18/2008,172.71,173.48,172.2,36770122359,1464504
6/17/2008,173.42,173.74,173,36914867831,2144382
6/16/2008,172.54,172.54,170.75,36702862955,1607643
6/13/2008,169.92,169.97,168.65,36150914944,0
6/12/2008,168.33,169.57,167.7,35777983358,505393
6/11/2008,168.14,170.09,168.14,35734361875,1926135
6/10/2008,170.19,171.05,169.7,36227724920,1631355
6/9/2008,171.29,173.65,170.41,36436311410,0
6/6/2008,172.69,175.75,172.69,36727535332,0
6/5/2008,176.5,176.5,174.78,37488357961,0
6/4/2008,175.12,175.89,174.71,37195145880,3091628
6/3/2008,175.48,176.89,174.94,37271234102,0
6/2/2008,175.96,177.26,175.27,37352693215,0
5/30/2008,177.31,177.4,175.64,38429319078,0
5/29/2008,175.26,175.85,174.88,37819800390,2007218
5/28/2008,176,176,174.12,37924780475,3450050
5/27/2008,173.72,173.89,172.58,37311289732,0
5/23/2008,172.66,173.74,171.7,37048191536,0
5/22/2008,174.33,175.85,173.83,37357592717,0
5/21/2008,174.39,177.12,174.02,37334901540,4226042
5/20/2008,175.8,176.08,174.8,37637586027,0
5/19/2008,176.78,178.47,175.99,37859794884,0
5/16/2008,175.34,175.47,174.21,37071608738,212486
5/15/2008,173.83,173.94,173,36751126592,0
5/14/2008,172.26,173.95,172.15,36366656380,700608
5/13/2008,172.43,172.48,171,36260589661,2340149
5/12/2008,171.89,171.89,170.15,36294843999,280212
5/9/2008,170.62,170.84,169.44,36026839518,0
5/8/2008,171.28,171.28,169.9,36001270366,0
5/7/2008,170.18,172.93,170.03,35784325896,3505306
5/6/2008,172.54,172.62,170.49,35804754154,3176559
5/5/2008,170.99,171.14,170.25,35487702108,0
5/2/2008,169.92,170.93,169.57,35265447478,1902405
5/1/2008,169.69,169.89,168.75,35192175307,838297
4/30/2008,168.61,168.75,167.78,34868763673,1770213
4/29/2008,167.34,169.16,167.24,34571850900,3358663
4/28/2008,169.58,170.05,169.28,35041353941,1708652
4/25/2008,169.15,169.35,168.31,34951343240,0
4/24/2008,168.82,169.08,167.06,34879202145,0
4/23/2008,168.96,169.42,168.14,34909662557,0
4/22/2008,168.67,170.92,168.33,34822256765,0
4/21/2008,171.64,171.89,170.45,35437203514,0
4/18/2008,171.01,171.01,169.58,35306101525,0
4/17/2008,169.34,169.6,168.8,34960933206,2576108
4/16/2008,169.62,169.64,167.5,35011284809,0
4/15/2008,166.06,167.07,165.34,34223408477,0
4/14/2008,166.1,167.68,166.04,34206749425,103278
4/11/2008,167.6,169.76,167.48,34512143175,3106541
4/10/2008,170.71,170.83,169.63,35150187675,88113
4/9/2008,170.15,172.35,169.93,35027598464,0
4/8/2008,171.24,171.67,170.5,35225146918,0
4/7/2008,171.65,172.76,171.12,35310752906,0
4/4/2008,170.54,171.32,169.36,35083602248,0
4/3/2008,169.63,170.02,168.74,34750881559,1524185
4/2/2008,168.88,169.7,168.38,34422045344,0
4/1/2008,168.94,168.94,167.47,34423334982,0
3/31/2008,167.5,168.15,166.55,34129398412,0
3/28/2008,167.65,168.98,167.4,34150634743,6622513
3/27/2008,167.55,169.09,167.5,34124993904,4008320
3/26/2008,167.66,167.97,166.48,34160440853,21696427
3/25/2008,166.45,166.45,164.62,34036598720,0
3/24/2008,164.28,164.64,162.26,33594212984,2462982
3/20/2008,161.56,161.76,159.45,32998418368,1272377
3/19/2008,160.42,164.24,160.42,32758667641,0
3/18/2008,163.34,163.34,161.35,33241463801,1404445
3/17/2008,161.09,162.66,159.85,32697189207,0
3/14/2008,165.27,169.45,164.9,33543056794,0
